,date,Amazon,Mercado Libre,Liverpool,Best Buy,Linio,isPartial,Year,Month
139,2018-08-19,18,41,18,3,1,False,2018,8
140,2018-08-26,19,40,18,3,1,False,2018,8
141,2018-09-02,18,42,17,3,1,False,2018,9
142,2018-09-09,18,40,18,3,1,False,2018,9
143,2018-09-16,18,39,19,3,1,False,2018,9
144,2018-09-23,18,38,19,3,1,False,2018,9
145,2018-09-30,19,39,23,3,1,False,2018,9
146,2018-10-07,18,40,26,3,1,False,2018,10
147,2018-10-14,18,39,20,3,1,False,2018,10
148,2018-10-21,18,38,19,3,1,False,2018,10
149,2018-10-28,18,38,18,3,1,False,2018,10
150,2018-11-04,20,42,21,3,1,False,2018,11
151,2018-11-11,30,47,48,10,2,False,2018,11
152,2018-11-18,39,48,39,9,2,False,2018,11
153,2018-11-25,29,46,34,5,1,False,2018,11
154,2018-12-02,25,46,39,4,1,False,2018,12
155,2018-12-09,28,52,37,5,1,False,2018,12
156,2018-12-16,34,57,38,7,1,False,2018,12
157,2018-12-23,32,53,38,7,1,False,2018,12
158,2018-12-30,30,51,36,6,1,False,2018,12
159,2019-01-06,25,46,23,4,1,False,2019,1
160,2019-01-13,23,46,21,4,1,False,2019,1
161,2019-01-20,23,43,19,3,1,False,2019,1
162,2019-01-27,22,43,19,3,1,False,2019,1
163,2019-02-03,22,42,19,4,1,False,2019,2
164,2019-02-10,20,41,19,3,1,False,2019,2
165,2019-02-17,21,41,18,3,1,False,2019,2
166,2019-02-24,20,39,18,3,1,False,2019,2
167,2019-03-03,21,42,17,3,1,False,2019,3
168,2019-03-10,20,38,21,3,1,False,2019,3
169,2019-03-17,21,42,19,3,1,False,2019,3
170,2019-03-24,21,41,19,3,1,False,2019,3
171,2019-03-31,22,42,19,3,1,False,2019,3
172,2019-04-07,22,43,22,3,1,False,2019,4
173,2019-04-14,24,45,28,3,1,False,2019,4
174,2019-04-21,24,46,22,3,1,False,2019,4
175,2019-04-28,23,46,46,4,1,False,2019,4
176,2019-05-05,22,46,51,3,1,False,2019,5
177,2019-05-12,24,46,22,3,1,False,2019,5
178,2019-05-19,25,46,21,3,1,False,2019,5
179,2019-05-26,37,54,55,7,2,False,2019,5
180,2019-06-02,26,49,31,4,1,False,2019,6
181,2019-06-09,25,48,28,3,1,False,2019,6
182,2019-06-16,25,46,23,4,1,False,2019,6
183,2019-06-23,26,48,23,3,1,False,2019,6
184,2019-06-30,27,50,23,3,1,False,2019,6
185,2019-07-07,30,52,24,4,1,False,2019,7
186,2019-07-14,46,56,27,4,1,False,2019,7
187,2019-07-21,29,52,25,4,1,False,2019,7
188,2019-07-28,28,50,26,3,1,False,2019,7
189,2019-08-04,27,50,27,4,1,False,2019,8
190,2019-08-11,30,51,28,4,1,False,2019,8
191,2019-08-18,29,49,22,3,1,False,2019,8
192,2019-08-25,26,48,21,3,1,False,2019,8
193,2019-09-01,25,45,19,3,1,False,2019,9
194,2019-09-08,24,43,20,3,1,False,2019,9
195,2019-09-15,25,47,23,4,1,False,2019,9
196,2019-09-22,26,46,22,3,1,False,2019,9
197,2019-09-29,24,44,30,4,1,False,2019,9
198,2019-10-06,24,45,25,3,1,False,2019,10
199,2019-10-13,27,46,22,4,1,False,2019,10
200,2019-10-20,28,46,22,3,1,False,2019,10
201,2019-10-27,26,45,24,3,1,False,2019,10
202,2019-11-03,29,49,25,4,1,False,2019,11
203,2019-11-10,44,57,60,12,2,False,2019,11
204,2019-11-17,45,60,46,9,1,False,2019,11
205,2019-11-24,52,56,33,8,1,False,2019,11
206,2019-12-01,43,58,45,6,1,False,2019,12
207,2019-12-08,40,63,43,5,1,False,2019,12
208,2019-12-15,45,65,100,6,1,False,2019,12
209,2019-12-22,41,57,47,6,1,False,2019,12
210,2019-12-29,40,58,44,5,1,False,2019,12
211,2020-01-05,35,56,30,5,1,False,2020,1
212,2020-01-12,33,51,24,4,1,False,2020,1
213,2020-01-19,30,51,28,3,1,False,2020,1
214,2020-01-26,29,48,23,3,1,False,2020,1
215,2020-02-02,28,49,22,3,1,False,2020,2
216,2020-02-09,28,45,20,3,1,False,2020,2
217,2020-02-16,27,45,23,3,1,False,2020,2
218,2020-02-23,28,45,22,3,1,False,2020,2
219,2020-03-01,27,45,22,2,1,False,2020,3
220,2020-03-08,26,45,27,3,1,False,2020,3
221,2020-03-15,30,45,18,3,1,False,2020,3
222,2020-03-22,32,40,17,3,0,False,2020,3
223,2020-03-29,35,44,24,3,1,False,2020,3
224,2020-04-05,41,49,26,3,1,False,2020,4
225,2020-04-12,46,59,29,3,1,False,2020,4
226,2020-04-19,37,50,24,3,1,False,2020,4
227,2020-04-26,44,55,43,5,1,False,2020,4
228,2020-05-03,46,58,50,5,1,False,2020,5
229,2020-05-10,45,60,26,5,1,False,2020,5
230,2020-05-17,52,65,35,8,1,False,2020,5
231,2020-05-24,50,67,35,7,2,False,2020,5
232,2020-05-31,42,63,30,5,1,False,2020,5
233,2020-06-07,44,62,42,4,1,False,2020,6
234,2020-06-14,44,63,38,4,1,False,2020,6
235,2020-06-21,43,61,32,5,1,False,2020,6
236,2020-06-28,43,64,29,4,1,False,2020,6
237,2020-07-05,45,67,31,4,1,False,2020,7
238,2020-07-12,46,66,31,4,1,False,2020,7
239,2020-07-19,45,66,31,4,1,False,2020,7
240,2020-07-26,45,65,30,5,1,False,2020,7
241,2020-08-02,43,63,30,5,1,False,2020,8
242,2020-08-09,42,63,30,5,1,False,2020,8
243,2020-08-16,41,59,30,6,1,False,2020,8
244,2020-08-23,35,53,25,5,1,False,2020,8
245,2020-08-30,34,51,24,4,1,False,2020,8
246,2020-09-06,33,48,22,4,1,False,2020,9
247,2020-09-13,33,49,24,4,1,False,2020,9
248,2020-09-20,31,46,23,4,1,False,2020,9
249,2020-09-27,31,46,31,3,1,False,2020,9
250,2020-10-04,31,46,32,3,1,False,2020,10
251,2020-10-11,44,50,22,3,1,False,2020,10
252,2020-10-18,32,45,24,3,0,False,2020,10
253,2020-10-25,31,46,21,3,1,False,2020,10
254,2020-11-01,32,49,26,4,1,False,2020,11
255,2020-11-08,49,62,61,9,1,False,2020,11
256,2020-11-15,46,60,45,8,1,False,2020,11
257,2020-11-22,45,55,31,20,1,False,2020,11
258,2020-11-29,40,57,30,38,1,False,2020,11
259,2020-12-06,42,58,41,10,1,False,2020,12
260,2020-12-13,48,67,47,7,1,True,2020,12
